2025-11-12 22:46:18,734 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:23,187 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:25,393 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:27,552 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:29,711 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:31,871 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:34,030 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:36,185 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:38,359 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:40,555 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:44,925 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:47,111 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:49,285 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:51,452 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:53,633 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:55,797 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:46:57,959 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:00,144 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:02,323 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:06,760 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:08,934 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:11,102 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:13,302 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:15,460 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:17,633 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:19,814 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:22,014 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:24,191 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:28,609 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:30,785 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:47:32,949 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:09,482 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:11,702 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:13,893 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:16,070 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:18,258 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:20,409 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:24,801 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:26,991 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:29,158 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:31,311 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:33,490 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:35,650 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:37,807 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:39,992 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:42,155 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:46,516 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:48,696 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:50,899 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:53,072 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:55,252 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:57,431 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:49:59,581 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:01,756 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:03,923 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:08,286 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:10,452 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:12,627 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:14,779 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:16,941 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:19,115 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:21,274 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:23,434 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:25,592 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:29,984 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:32,185 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:34,364 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:36,546 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:50:38,723 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:53:51,979 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:53:54,237 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:53:56,467 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:53:58,682 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:03,189 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:05,398 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:07,594 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:09,885 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:12,094 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:14,293 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:16,491 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:18,689 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:20,884 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:25,296 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:27,512 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:29,708 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:31,894 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
2025-11-12 22:54:34,081 - __main__ - ERROR - errors of the server.notify: couldn't recognize the man
